period,word,positive_count,negative_count,positive_rate,negative_rate,log_odds,total_count,sentiment
2009-W18,bummed,3,69,1.0451869142598335e-05,0.0003428060413354531,-3.313539365144031,72,negative
2009-W18,sadly,4,84,1.3935825523464447e-05,0.000417329093799682,-3.2577136075644324,88,negative
2009-W18,ache,3,46,1.0451869142598335e-05,0.00022853736089030206,-2.9115620134356845,49,negative
2009-W18,sad,71,945,0.0002473609030414939,0.004694952305246423,-2.910699640736582,1016,negative
2009-W18,failed,4,49,1.3935825523464447e-05,0.00024344197138314786,-2.722778131661162,53,negative
2009-W18,disappointed,5,54,1.741978190433056e-05,0.00026828298887122417,-2.6183546066543073,59,negative
2009-W18,cancelled,5,52,1.741978190433056e-05,0.00025834658187599363,-2.580958125916709,57,negative
2009-W18,poor,27,257,9.406682228338501e-05,0.0012768282988871223,-2.5625732870301565,284,negative
2009-W18,dammit,4,39,1.3935825523464447e-05,0.00019375993640699524,-2.497061392465394,43,negative
2009-W18,NOT_afford,3,30,1.0451869142598335e-05,0.00014904610492845786,-2.489764799932283,33,negative
2009-W18,upset,8,73,2.7871651046928894e-05,0.00036267885532591417,-2.482196556742119,81,negative
2009-W18,throat,14,123,4.877538933212556e-05,0.0006110890302066773,-2.467274183032754,137,negative
2009-W18,worried,7,63,2.438769466606278e-05,0.00031299682034976155,-2.4610726862283485,70,negative
2009-W19,welcome,282,20,0.0013100497540172536,0.00013123617918987907,2.311075645324282,302,positive
2009-W19,thank,598,63,0.002778048769157155,0.00041339396444811904,1.9323114005758608,661,positive
2009-W19,happy,2998,333,0.013927408377814633,0.0021850823835114865,1.8939151519029211,3331,positive
2009-W19,wonderful,213,25,0.0009895056652683512,0.00016404522398734883,1.8124555762818702,238,positive
2009-W19,moms,380,46,0.0017653152713707674,0.00030184321213672186,1.7901235297061442,426,positive
2009-W19,thanks,1305,164,0.0060624642872075035,0.0010761366693570083,1.7628012882176263,1469,positive
2009-W19,wars,131,18,0.000608569211972554,0.00011811256127089116,1.6484232029232029,149,positive
2009-W19,perfect,115,16,0.0005342401479148375,0.00010498894335190326,1.6330404484641532,131,positive
2009-W19,glad,300,51,0.0013936699510821847,0.0003346522569341916,1.4515835741192493,351,positive
2009-W19,excited,231,41,0.0010731258623332823,0.0002690341673392521,1.4063670705792113,272,positive
2009-W19,enjoy,262,47,0.001217138423945108,0.0003084050210962158,1.3970996414717964,309,positive
2009-W19,sweet,234,42,0.001087062561844104,0.00027559597629874606,1.3954391303627416,276,positive
2009-W19,funny,194,35,0.0009012399016998128,0.00022966331358228838,1.3882567692619094,229,positive
2009-W19,cool,403,76,0.0018721633009537348,0.0004986974809215404,1.3508983470171732,479,positive
2009-W19,loves,123,23,0.0005714046799436957,0.00015092160606836093,1.3463643077367884,146,positive
2009-W19,depressed,0,39,0.0,0.0002559105494202642,-4.682944310323041,39,negative
2009-W19,ruined,1,34,4.645566503607282e-06,0.00022310150462279441,-3.4489571275816306,35,negative
2009-W19,sad,41,707,0.0001904682266478986,0.004639198934362225,-3.153283137113121,748,negative
2009-W19,hurts,13,198,6.039236454689467e-05,0.0012992381739798027,-3.0024714165288975,211,negative
2009-W19,upset,5,80,2.322783251803641e-05,0.0005249447167595163,-2.997224186590886,85,negative
2009-W19,bummed,3,45,1.3936699510821847e-05,0.00029528140317722787,-2.8784681026932333,48,negative
2009-W19,NOT_fair,3,40,1.3936699510821847e-05,0.00026247235837975814,-2.7620284819850376,43,negative
2009-W19,bummer,3,33,1.3936699510821847e-05,0.00021653969566330045,-2.5722309717334113,36,negative
2009-W19,throat,9,90,4.181009853246554e-05,0.0005905628063544557,-2.5678145848519156,99,negative
2009-W19,tummy,6,61,2.7873399021643695e-05,0.00040027034652913117,-2.5608345739410945,67,negative
2009-W19,NOT_forward,5,51,2.322783251803641e-05,0.0003346522569341916,-2.550379027566775,56,negative
2009-W19,ouch,4,41,1.858226601442913e-05,0.0002690341673392521,-2.535107082109885,45,negative
2009-W19,sucks,26,243,0.00012078472909378934,0.0015945195771570307,-2.5325522826123823,269,negative
2009-W19,gutted,3,31,1.3936699510821847e-05,0.00020341607774431255,-2.5106613719080215,34,negative
2009-W19,hates,6,53,2.7873399021643695e-05,0.0003477758748531795,-2.421432218873253,59,negative
2009-W20,welcome,370,22,0.0011487936114655812,0.00010970051758698752,2.3686154098163863,392,positive
2009-W20,thank,948,71,0.0029433955234307325,0.000354033488576187,2.153919445934739,1019,positive
2009-W20,thanks,1927,183,0.005983041322416689,0.0009125088508372144,1.9228454183756964,2110,positive
2009-W20,congrats,207,20,0.0006427034529010143,9.972774326089775e-05,1.8815203054764735,227,positive
2009-W20,follow,492,51,0.0015275850184893675,0.0002543057453152893,1.8254140364347542,543,positive
2009-W20,thx,150,18,0.00046572713978334374,8.975496893480798e-05,1.662850012098759,168,positive
2009-W20,happy,1023,128,0.0031762590933224043,0.0006382575568697456,1.6437526240244908,1151,positive
2009-W20,enjoy,303,40,0.0009407688223623543,0.0001994554865217955,1.5810822964047873,343,positive
2009-W20,join,136,18,0.000422259273403565,8.975496893480798e-05,1.5651709889787977,154,positive
2009-W20,wonderful,176,24,0.00054645317734579,0.00011967329191307729,1.5413539288928293,200,positive
2009-W20,hello,281,40,0.0008724621751941306,0.0001994554865217955,1.505769378951503,321,positive
2009-W20,hehe,228,33,0.0007079052524706825,0.0001645507763804813,1.4868073814157174,261,positive
2009-W20,excited,389,59,0.0012077857158381382,0.00029419684261964836,1.4460545711316097,448,positive
2009-W20,enjoying,164,25,0.0005091950061631225,0.00012465967907612218,1.4308990571258882,189,positive
2009-W20,gorgeous,97,15,0.00030117021705989563,7.479580744567332e-05,1.4055299023150294,112,positive
2009-W20,gutted,1,50,3.104847598555625e-06,0.00024931935815224437,-3.9504250740042934,51,negative
2009-W20,NOT_afford,3,108,9.314542795666874e-06,0.0005385298136088479,-3.868157470823241,111,negative
2009-W20,depressed,2,48,6.20969519711125e-06,0.00023934658382615458,-3.3991780792751314,50,negative
2009-W20,sad,61,868,0.0001893957035118931,0.004328184057522963,-3.085135511365591,929,negative
2009-W20,ruined,3,35,9.314542795666874e-06,0.00017452355070657105,-2.7506137562925748,38,negative
2009-W20,headache,17,171,5.2782409175445625e-05,0.0008526722048806757,-2.7167937475521837,188,negative
2009-W20,throat,13,131,4.0363018781223124e-05,0.0006532167183588803,-2.71056128638699,144,negative
2009-W20,bummed,7,62,2.1733933189889373e-05,0.000309156004108783,-2.554216633385426,69,negative
2009-W20,swollen,3,28,9.314542795666874e-06,0.00013961884056525685,-2.530953869578356,31,negative
2009-W20,upset,8,67,2.4838780788445e-05,0.00033408793992400744,-2.5060339803929335,75,negative
2009-W20,disappointed,8,66,2.4838780788445e-05,0.0003291015527609626,-2.491103861262024,74,negative
2009-W20,hurts,31,241,9.625027555522437e-05,0.001201719306293818,-2.4715657686940613,272,negative
2009-W20,horrible,11,87,3.4153323584111874e-05,0.00043381568318490523,-2.4633449997954235,98,negative
2009-W20,blocked,4,32,1.24193903942225e-05,0.0001595643892174364,-2.4109904205876145,36,negative
2009-W20,NOT_feeling,15,109,4.6572713978334375e-05,0.0005435162007718928,-2.389224514718858,124,negative
2009-W21,welcome,485,28,0.0013770663092919325,0.00014165524149689117,2.3078199168876283,513,positive
2009-W21,thank,1161,82,0.003296441206366873,0.00041484749295518127,2.118770491611265,1243,positive
2009-W21,thanks,2624,214,0.007450354630066042,0.0010826507742976682,1.9817484374777408,2838,positive
2009-W21,congrats,201,16,0.0005707017075622235,8.094585228393782e-05,1.9742725709956863,217,positive
2009-W21,loving,154,15,0.00043725404459991256,7.58867365161917e-05,1.7710772184906336,169,positive
2009-W21,follow,724,73,0.0020556618720151735,0.0003693154510454663,1.7611741987502594,797,positive
2009-W21,goodnight,221,22,0.0006274879471206537,0.00011130054689041449,1.758776970136143,243,positive
2009-W21,funny,309,31,0.0008773474011777466,0.0001568325888001295,1.757033632996916,340,positive
2009-W21,loves,148,15,0.0004202181727323835,7.58867365161917e-05,1.7314521327040158,163,positive
2009-W21,hello,324,34,0.0009199370808465693,0.00017200993610336785,1.7134156607098037,358,positive
2009-W21,cute,272,31,0.0007722928579946507,0.0001568325888001295,1.6296157743995332,303,positive
2009-W21,enjoy,407,49,0.0011555999750140545,0.00024789667261955955,1.5803108201694114,456,positive
2009-W21,happy,1235,151,0.003506550292733065,0.0007639264809296631,1.572632680314447,1386,positive
2009-W21,wonderful,220,27,0.0006246486351427322,0.00013659612572914506,1.553556180989598,247,positive
2009-W21,cool,635,81,0.001802963105980159,0.00040978837718743516,1.526513949827093,716,positive
2009-W21,depressed,1,46,2.8393119779215102e-06,0.0002327193253163212,-3.962810400905587,47,negative
2009-W21,upset,4,75,1.1357247911686041e-05,0.0003794336825809585,-3.3490012421697584,79,negative
2009-W21,losing,3,43,8.51793593376453e-06,0.00021754197801308287,-3.048802326619608,46,negative
2009-W21,canceled,3,37,8.51793593376453e-06,0.0001871872834066062,-2.900355270835435,40,negative
2009-W21,sad,74,762,0.00021010908636619175,0.0038550462150225384,-2.8576659629021437,836,negative
2009-W21,throat,13,136,3.691105571297963e-05,0.0006880397444134714,-2.842832095733188,149,negative
2009-W21,hurts,24,236,6.814348747011624e-05,0.0011939513211880828,-2.796894171187838,260,negative
2009-W21,stomach,9,89,2.555380780129359e-05,0.0004502613033294041,-2.771942654899112,98,negative
2009-W21,depressing,3,32,8.51793593376453e-06,0.00016189170456787564,-2.757231885532134,35,negative
2009-W21,vet,3,30,8.51793593376453e-06,0.0001517734730323834,-2.69370946328703,33,negative
2009-W21,sadly,9,80,2.555380780129359e-05,0.00040472926141968906,-2.665920629901744,89,negative
2009-W21,died,13,108,3.691105571297963e-05,0.0005463845029165803,-2.6131313709617503,121,negative
2009-W21,swollen,3,27,8.51793593376453e-06,0.00013659612572914506,-2.5901552597144537,30,negative
2009-W21,allergies,5,41,1.419655988960755e-05,0.00020742374647759063,-2.549735361227645,46,negative
2009-W21,horrible,12,93,3.407174373505812e-05,0.0004704977664003885,-2.541238687266791,105,negative
2009-W22,welcome,1445,96,0.0011373331780158613,0.00011996790858445366,2.267914808197573,1541,positive
2009-W22,proud,474,36,0.00037307676566056627,4.498796571917012e-05,2.125531965382841,510,positive
2009-W22,thank,3559,286,0.002801224069590623,0.0003574043943245182,2.0822632220502264,3845,positive
2009-W22,pleasure,202,16,0.00015899052038699236,1.9994651430742277e-05,2.0677797754323244,218,positive
2009-W22,ff,549,47,0.0004321078994676179,5.8734288577805434e-05,2.008905513208295,596,positive
2009-W22,congrats,713,67,0.0005611893120590374,8.372760286623329e-05,1.918781929359028,780,positive
2009-W22,smile,586,55,0.0004612299254790967,6.873161429317658e-05,1.9184347056745663,641,positive
2009-W22,ty,177,17,0.00013931347578464184,2.124431714516367e-05,1.8771499077461584,194,positive
2009-W22,cheers,246,24,0.00019362211888712932,2.9991977146113414e-05,1.8691130432423293,270,positive
2009-W22,thanks,7799,784,0.006138450834149275,0.0009797379201063716,1.8620310220697114,8583,positive
2009-W22,blessed,167,17,0.00013144265794370162,2.124431714516367e-05,1.819155083927777,184,positive
2009-W22,NOT_worries,160,17,0.00012593308545504346,2.124431714516367e-05,1.7764603789491673,177,positive
2009-W22,quote,166,19,0.0001306555761596076,2.3743648574006455e-05,1.7049503521019833,185,positive
2009-W22,hee,131,15,0.00010310771371631684,1.8744985716320883e-05,1.6985145522755918,146,positive
2009-W22,thx,502,60,0.0003951150556151989,7.497994286528353e-05,1.6775278874342314,562,positive
2009-W22,disappointing,2,73,1.5741635681880433e-06,9.122559715276164e-05,-3.820812660709981,75,negative
2009-W22,NOT_sigh,1,38,7.870817840940217e-07,4.748729714801291e-05,-3.684970771532475,39,negative
2009-W22,blister,1,37,7.870817840940217e-07,4.6237631433591515e-05,-3.658652288824566,38,negative
2009-W22,sob,1,33,7.870817840940217e-07,4.123896857590594e-05,-3.5458520971308722,34,negative
2009-W22,saddened,1,29,7.870817840940217e-07,3.624030571822038e-05,-3.4186922241193436,30,negative
2009-W22,migraine,5,93,3.935408920470108e-06,0.00011621891144118948,-3.273052549926337,98,negative
2009-W22,NOT_upload,8,142,6.296654272752173e-06,0.0001774525314478377,-3.259170323059534,150,negative
2009-W22,depressed,12,194,9.44498140912826e-06,0.0002424351485977501,-3.184656057169544,206,negative
2009-W22,sprained,2,33,1.5741635681880433e-06,4.123896857590594e-05,-3.035025716845672,35,negative
2009-W22,NOT_load,3,46,2.361245352282065e-06,5.7484622863384046e-05,-3.026474864579786,49,negative
2009-W22,homesick,2,32,1.5741635681880433e-06,3.9989302861484555e-05,-3.0047191929667036,34,negative
2009-W22,bummed,20,262,1.5741635681880433e-05,0.0003274124171784048,-2.989852558513059,282,negative
2009-W22,sad,322,4033,0.00025344033447827495,0.005039901826261475,-2.9705241279036905,4355,negative
2009-W22,swollen,6,80,4.72249070456413e-06,9.997325715371138e-05,-2.9562781889159915,86,negative
2009-W22,sneezing,2,30,1.5741635681880433e-06,3.7489971432641765e-05,-2.941203438481237,32,negative
2009-W23,vip,883,19,0.00042892144956991273,1.4184863108605285e-05,3.401341127840942,902,positive
2009-W23,congratulations,553,28,0.00026862238008172336,2.090400879162884e-05,2.554060419541317,581,positive
2009-W23,welcome,2383,155,0.0011575535836071372,0.0001157186200965168,2.3181528366877684,2538,positive
2009-W23,sharing,314,25,0.0001525269933917923,1.866429356395432e-05,2.099898152741643,339,positive
2009-W23,smile,941,76,0.0004570952254193521,5.673945243442114e-05,2.0980347086702382,1017,positive
2009-W23,pleasure,320,27,0.0001554415219279412,2.0157437049070667e-05,2.043290200879465,347,positive
2009-W23,cheers,378,33,0.00018361529777738054,2.4636867504419705e-05,2.0122875682365837,411,positive
2009-W23,blessed,306,27,0.00014864095534359377,2.0157437049070667e-05,1.9986190987441272,333,positive
2009-W23,thankyou,249,22,0.00012095293425017924,1.6424578336279803e-05,1.9935077099612215,271,positive
2009-W23,thank,5689,530,0.0027634588070251796,0.00039568302355583163,1.9623214785992404,6219,positive
2009-W23,poem,165,15,8.014953474409468e-05,1.1198576138372592e-05,1.955660760162477,180,positive
2009-W23,hehehe,313,29,0.00015204123863576748,2.1650580534187014e-05,1.9509983152627957,342,positive
2009-W23,proud,692,67,0.00033614229116917286,5.0020306751397584e-05,1.9159210539424407,759,positive
2009-W23,yey,178,17,8.64643465724173e-05,1.269171962348894e-05,1.9099220001602824,195,positive
2009-W23,appreciate,473,46,0.0002297619995997381,3.4342300157675954e-05,1.9083519638326063,519,positive
2009-W23,condolences,1,63,4.857547560248162e-07,4.703401978116489e-05,-4.158156375729117,64,negative
2009-W23,saddened,1,51,4.857547560248162e-07,3.8075158870466814e-05,-3.9486897568758135,52,negative
2009-W23,heartbroken,1,40,4.857547560248162e-07,2.9862869702326916e-05,-3.7084021128100737,41,negative
2009-W23,sniffle,1,31,4.857547560248162e-07,2.3143724019303358e-05,-3.4570812941584617,32,negative
2009-W23,swollen,7,132,3.4002832921737136e-06,9.854747001767882e-05,-3.284307377738015,139,negative
2009-W23,poisoning,3,61,1.4572642680744487e-06,4.554087629604854e-05,-3.2788534241196565,64,negative
2009-W23,strep,2,40,9.715095120496325e-07,2.9862869702326916e-05,-3.197576019030702,42,negative
2009-W23,sad,447,6663,0.00021713237594309285,0.004974407520665106,-3.1177929221364176,7110,negative
2009-W23,rainin,2,36,9.715095120496325e-07,2.6876582732094222e-05,-3.093583465336854,38,negative
2009-W23,NOT_lighting,2,35,9.715095120496325e-07,2.6130010989536052e-05,-3.0658031911885892,37,negative
2009-W23,bummed,28,390,1.3601133168694854e-05,0.0002911629795976874,-3.0303249844674394,418,negative
2009-W23,NOT_load,7,94,3.4002832921737136e-06,7.017774380046825e-05,-2.946297583761405,101,negative
2009-W23,tragic,7,91,3.4002832921737136e-06,6.793802857279373e-05,-2.914034591333399,98,negative
2009-W23,infection,10,127,4.857547560248162e-06,9.481461130488795e-05,-2.9093638998013063,137,negative
2009-W23,sadder,2,29,9.715095120496325e-07,2.1650580534187014e-05,-2.880656497816444,31,negative
2009-W24,thanks,171,21,0.005004975706843061,0.0009067357512953368,1.7608932099309387,192,positive
2009-W24,happy,110,18,0.003219575016097875,0.0007772020725388601,1.4701904466060203,128,positive
2009-W24,good,397,84,0.011619738921735059,0.003626943005181347,1.2363010456296957,481,positive
2009-W24,everyone,83,19,0.0024293156939647603,0.0008203799654576857,1.136671689028276,102,positive
2009-W24,great,152,36,0.004448867294971609,0.0015544041450777201,1.113228658819157,188,positive
2009-W24,awesome,80,20,0.0023415091026166364,0.0008635578583765112,1.0499630025453,100,positive
2009-W24,you're,83,21,0.0024293156939647603,0.0009067357512953368,1.0389648480709246,104,positive
2009-W24,haha,157,43,0.004595211613885149,0.0018566493955094992,0.9699259992749294,200,positive
2009-W24,new,154,43,0.004507405022537025,0.0018566493955094992,0.9506198663332368,197,positive
2009-W24,watching,109,32,0.003190306152315167,0.001381692573402418,0.8971265409407678,141,positive
2009-W24,love,283,84,0.008283088450506352,0.003626943005181347,0.8954638084072668,367,positive
2009-W24,yes,73,22,0.0021366270561376808,0.0009499136442141623,0.8656583046861694,95,positive
2009-W24,NOT_wait,60,19,0.0017561318269624774,0.0008203799654576857,0.81389637538431,79,positive
2009-W24,nice,78,25,0.0022829713750512205,0.001079447322970639,0.8063301813142507,103,positive
2009-W24,song,56,18,0.0016390563718316454,0.0007772020725388601,0.7980721129206012,74,positive
2009-W24,hurts,1,32,2.9268863782707956e-05,0.001381692573402418,-3.3960179327731845,33,negative
